experiment,env,seed,budget,model,planning_horizon,return_mean,return_se,terminal_error_mean,terminal_error_se,exploitation_gap_mean,imagined_energy_drift_mean,divergence_rate
planning_horizon,coupled_oscillator_stabilization,0,512,GraphEuler,1,-32.65826325910229,5.203523982898009,0.33169618285244246,0.029215110238520303,1.08509462835397e-05,0.3906934859028701,0.0
planning_horizon,coupled_oscillator_stabilization,0,512,GraphEuler,5,-47.04657687901423,8.76040000930307,0.18213875447545816,0.06678319465391884,0.00015311512008879072,1.1342416285696795,0.0
planning_horizon,coupled_oscillator_stabilization,0,512,GraphEuler,10,-23.121855588035988,5.353734791793505,0.09860904737437907,0.03294707120397821,5.53088615770451e-05,1.1309548107778427,0.0
planning_horizon,coupled_oscillator_stabilization,0,512,GraphEuler,20,-27.138173730093246,8.159800561895594,0.19497035938055743,0.06904667183811174,0.0012103236440899796,2.774414283182974,0.0
planning_horizon,coupled_oscillator_stabilization,0,512,GraphEuler,30,-51.51667294107711,21.38719847186988,0.39213129799991303,0.21847150900891954,0.00020566770649062724,4.20621305749207,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,SG-Ham+Symp,1,-34.65235564808382,8.687985886774888,0.277168145142543,0.04849653102896098,-4.959686188277246e-05,0.405834620904812,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,SG-Ham+Symp,5,-29.453373942306815,5.517848155712375,0.17821851547332615,0.047345377116402465,0.0001707287326091489,0.811375084433963,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,SG-Ham+Symp,10,-24.449631786129732,4.961129688304079,0.18174727418800884,0.054771771678879685,-0.00041652849036507195,1.1095385805638742,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,SG-Ham+Symp,20,-58.46940215793873,16.372928678733956,0.4732257338573553,0.15350627794695512,0.023975059085101336,3.528708266927138,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,SG-Ham+Symp,30,-41.79902941673041,13.612233378211842,0.309585883812107,0.13307767330755493,0.017747632899907256,3.962861711692419,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,DirectGraphNext,1,-34.646320627468334,8.688499433691012,0.2767112384750417,0.04846899154854626,-5.946940496640944e-06,0.40604366932540475,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,DirectGraphNext,5,-29.43729675884755,5.514504009014224,0.17834543363922015,0.04724975469604648,-1.4322193400140293e-06,0.8117133054100246,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,DirectGraphNext,10,-24.39133487238043,4.890688572023887,0.18721590288171733,0.05459588440794099,-5.617192317626992e-05,1.1101539909706857,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,DirectGraphNext,20,-58.35469922895075,16.373684023569748,0.4661575625200504,0.15479892924807298,0.0017298742422822144,3.525174956866044,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,DirectGraphNext,30,-41.67328106729829,13.611839055109161,0.31211038058577845,0.13374282032136509,0.0009600410436130247,3.962112440919444,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,GraphEuler,1,-34.646320627468334,8.688499433691012,0.2767112384750417,0.04846899154854626,-5.958455946012779e-06,0.4060436230327906,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,GraphEuler,5,-29.43729675884755,5.514504009014224,0.17834543363922015,0.04724975469604648,-1.5345430062948158e-06,0.8117131768693726,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,GraphEuler,10,-24.39133487238043,4.890688572023887,0.18721590288171733,0.05459588440794099,-5.6583176240021515e-05,1.110153680092395,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,GraphEuler,20,-58.35469922895075,16.373684023569748,0.4661575625200504,0.15479892924807298,0.0017283117953867944,3.5251743887169433,0.0
planning_horizon,coupled_oscillator_stabilization,1,512,GraphEuler,30,-41.67328106729829,13.611839055109161,0.31211038058577845,0.13374282032136509,0.0009567288475086736,3.96211170916254,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,SG-Ham+Symp,1,-36.59419534278923,9.960145171882985,0.40641867329690884,0.08430755692556799,-0.00020480059270988615,0.4483538992469091,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,SG-Ham+Symp,5,-35.418420832814405,7.592023811557963,0.23878008334090817,0.036002825721599636,-0.0016475480731914516,1.1687051782139934,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,SG-Ham+Symp,10,-36.228850864172124,10.506644198262888,0.18188185821804073,0.07822160383813832,0.0011748224185392786,1.6829724463158333,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,SG-Ham+Symp,20,-44.180676024915975,7.8531564288953,0.28172043774064986,0.06449006546942657,0.00708870673919589,2.8643210757348103,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,SG-Ham+Symp,30,-46.56950780378943,12.874470898600322,0.35864350685312757,0.14888836912055914,0.01492319987821844,4.570252066292262,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,DirectGraphNext,1,-36.60009659840284,9.957534727319478,0.4063647375146513,0.08385854476652206,-3.938962667704438e-06,0.4491749594324836,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,DirectGraphNext,5,-35.43526934741955,7.675968060684195,0.23557774098337203,0.037350565658416,-3.25818341200268e-05,1.170635399217857,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,DirectGraphNext,10,-36.36090608421927,10.49399364092768,0.18215818634128803,0.0778906357731789,0.00017622410358756704,1.6833938198245224,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,DirectGraphNext,20,-44.17395456630706,7.865776171581716,0.28189799097556206,0.06543370891633803,0.0014665346312471665,2.883488795655254,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,DirectGraphNext,30,-46.62707804036643,12.872658162569856,0.35867016622902165,0.14902833696478002,0.005231706358532169,4.572991873986077,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,GraphEuler,1,-36.60009659840284,9.957534727319478,0.4063647375146513,0.08385854476652206,-3.953241366668377e-06,0.449174898456053,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,GraphEuler,5,-35.43526934741955,7.675968060684195,0.23557774098337203,0.037350565658416,-3.2778397367483336e-05,1.1706351430761976,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,GraphEuler,10,-36.36090608421927,10.49399364092768,0.18215818634128803,0.0778906357731789,0.00017582745364504623,1.6833935719696742,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,GraphEuler,20,-44.17395456630706,7.865776171581716,0.28189799097556206,0.06543370891633803,0.0014644731337902783,2.883488066585494,0.0
planning_horizon,coupled_oscillator_stabilization,2,512,GraphEuler,30,-46.62707804036643,12.872658162569856,0.35867016622902165,0.14902833696478002,0.005230066718924083,4.572991552998725,0.0
planning_horizon,coupled_oscillator_stabilization,3,512,SG-Ham+Symp,1,-36.988994570636365,5.740863075536487,0.3137494405881367,0.07196068487343599,-0.00012728227029601413,0.41616701747668206,0.0
planning_horizon,coupled_oscillator_stabilization,3,512,SG-Ham+Symp,5,-35.21624907237856,6.227447371157203,0.15792954440271448,0.03215510638127467,-0.0006355293052440203,1.0124481255623243,0.0
planning_horizon,coupled_oscillator_stabilization,3,512,SG-Ham+Symp,10,-43.95999421194386,6.5828702472121945,0.209337096896012,0.033874383376406296,0.002056474412250431,2.1651013447504517,0.0
