experiment,env,seed,horizon,model,one_step_rmse,symplecticity_defect,rollout_rmse,max_energy_drift,final_energy_drift,divergence_rate
dynamics_rollout,oscillator_graph_cycle,0,10,DirectGraphNext,1.985771833393227e-05,2.4450390639284576e-06,4.420298292728247e-05,0.00044437844822677177,0.0004329336888001342,0.0
dynamics_rollout,oscillator_graph_cycle,0,25,DirectGraphNext,1.985771833393227e-05,2.4450390639284576e-06,7.612279189559952e-05,0.0008869683071101485,0.0006922825264570543,0.0
dynamics_rollout,oscillator_graph_cycle,0,50,DirectGraphNext,1.985771833393227e-05,2.4450390639284576e-06,0.00013096628551365503,0.0009893683618483098,0.0005458861847368804,0.0
dynamics_rollout,oscillator_graph_cycle,0,100,DirectGraphNext,1.985771833393227e-05,2.4450390639284576e-06,0.000209357067153088,0.0008834627225216772,0.0005872008792029638,0.0
dynamics_rollout,oscillator_graph_cycle,0,250,DirectGraphNext,1.985771833393227e-05,2.4450390639284576e-06,0.0005242961827978898,0.0009366026201367365,0.000598291539791616,0.0
dynamics_rollout,oscillator_graph_cycle,0,500,DirectGraphNext,1.985771833393227e-05,2.4450390639284576e-06,0.0010297334963805744,0.001035702577562628,0.00030272774606747514,0.0
dynamics_rollout,oscillator_graph_cycle,0,1,GraphEuler,1.9857832699726846e-05,2.4233376775253683e-06,5.974888101718695e-06,3.0183185638429927e-05,3.0183185638429927e-05,0.0
dynamics_rollout,oscillator_graph_cycle,0,10,GraphEuler,1.9857832699726846e-05,2.4233376775253683e-06,4.4201866935417035e-05,0.0004443419023392981,0.00043289832167475213,0.0
dynamics_rollout,oscillator_graph_cycle,0,25,GraphEuler,1.9857832699726846e-05,2.4233376775253683e-06,7.611109830535132e-05,0.0008868667481641392,0.0006921606592555323,0.0
dynamics_rollout,oscillator_graph_cycle,0,50,GraphEuler,1.9857832699726846e-05,2.4233376775253683e-06,0.0001309617470905388,0.0009892925945111538,0.0005456946479848727,0.0
dynamics_rollout,oscillator_graph_cycle,0,100,GraphEuler,1.9857832699726846e-05,2.4233376775253683e-06,0.00020934283598956731,0.0008833450572932753,0.0005868614725154424,0.0
dynamics_rollout,oscillator_graph_cycle,0,250,GraphEuler,1.9857832699726846e-05,2.4233376775253683e-06,0.0005242645594431377,0.0009359335463644228,0.0005969845055336123,0.0
dynamics_rollout,oscillator_graph_cycle,0,500,GraphEuler,1.9857832699726846e-05,2.4233376775253683e-06,0.00102966674144697,0.0010343720456589395,0.00030094614498620285,0.0
dynamics_rollout,oscillator_graph_cycle,0,1,SympNoGraph,0.0255365131446423,2.631978192165001e-11,0.017731806085334922,0.005509741264940198,0.005509741264940198,0.0
dynamics_rollout,oscillator_graph_cycle,0,10,SympNoGraph,0.0255365131446423,2.631978192165001e-11,0.13480740343863404,0.060832807282607815,0.059559891935760945,0.0
dynamics_rollout,oscillator_graph_cycle,0,25,SympNoGraph,0.0255365131446423,2.631978192165001e-11,0.2174190013532918,0.13052101992445977,0.1145426894495521,0.0
dynamics_rollout,oscillator_graph_cycle,0,50,SympNoGraph,0.0255365131446423,2.631978192165001e-11,0.38339007755752536,0.11790540287085517,0.03154014147268099,0.0
dynamics_rollout,oscillator_graph_cycle,0,100,SympNoGraph,0.0255365131446423,2.631978192165001e-11,0.6255715847506695,0.11869437358512784,0.04896045774153599,0.0
dynamics_rollout,oscillator_graph_cycle,0,250,SympNoGraph,0.0255365131446423,2.631978192165001e-11,1.2004962853745476,0.1543499279031196,0.12617369187305186,0.0
dynamics_rollout,oscillator_graph_cycle,0,500,SympNoGraph,0.0255365131446423,2.631978192165001e-11,1.1538171514133204,0.12055294859259769,0.052569066975054146,0.0
dynamics_rollout,oscillator_graph_cycle,0,1,DenseLinearNext,2.6269203173298018e-08,2.554058273803353e-07,1.9428377143422988e-08,2.918435928454553e-05,2.918435928454553e-05,0.0
